orderid,productid,unitprice_x,quantity,discount,total,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,productname,supplierid,categoryid,quantityperunit,unitprice_y,unitsinstock,unitsonorder,reorderlevel,discontinued,year_month
10415,17,31.2,2,0.0,62.4,-9223372036854775808,3,,881020800000000000,1997-01-24,1,0.2,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,6,-9223372036854775808,39.0,0,0,0,True,
10415,33,2.0,20,0.0,40.0,-9223372036854775808,3,,881020800000000000,1997-01-24,1,0.2,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,2.5,112,0,20,False,
10416,19,7.3,20,0.0,146.0,-9223372036854775808,8,,-9223372036854775808,1997-01-27,3,22.72,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,
10416,53,26.2,10,0.0,262.0,-9223372036854775808,8,,-9223372036854775808,1997-01-27,3,22.72,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,6,-9223372036854775808,32.8,0,0,0,True,
10416,57,15.6,20,0.0,312.0,-9223372036854775808,8,,-9223372036854775808,1997-01-27,3,22.72,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,19.5,36,0,20,False,
10417,38,210.8,50,0.0,10540.0,-9223372036854775808,4,,-9223372036854775808,1997-01-28,3,70.29,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-7447420800000000000,-9223372036854775808,-9223372036854775808,18,1,-9223372036854775808,263.5,17,0,15,False,
10417,46,9.6,2,0.25,19.2,-9223372036854775808,4,,-9223372036854775808,1997-01-28,3,70.29,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-7447420800000000000,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,
10417,68,10.0,36,0.25,360.0,-9223372036854775808,4,,-9223372036854775808,1997-01-28,3,70.29,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-7447420800000000000,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,12.5,6,10,15,False,
10417,77,10.4,35,0.0,364.0,-9223372036854775808,4,,-9223372036854775808,1997-01-28,3,70.29,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-7447420800000000000,-9223372036854775808,-9223372036854775808,12,2,-9223372036854775808,13.0,32,0,15,False,
10418,2,15.2,60,0.0,912.0,-9223372036854775808,4,,-9223372036854775808,1997-01-24,1,17.55,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,19.0,17,40,25,False,
10418,47,7.6,55,0.0,418.0,-9223372036854775808,4,,-9223372036854775808,1997-01-24,1,17.55,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,22,3,-9223372036854775808,9.5,36,0,0,False,
10418,61,22.8,16,0.0,364.8,-9223372036854775808,4,,-9223372036854775808,1997-01-24,1,17.55,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,29,2,-9223372036854775808,28.5,113,0,25,False,
10418,74,8.0,15,0.0,120.0,-9223372036854775808,4,,-9223372036854775808,1997-01-24,1,17.55,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,7,-9223372036854775808,10.0,4,20,5,False,
10419,60,27.2,60,0.050000000745058,1632.0,-9223372036854775808,4,,-9223372036854775808,1997-01-30,2,137.35,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,34.0,19,0,0,False,
10419,69,28.8,20,0.050000000745058,576.0,-9223372036854775808,4,,-9223372036854775808,1997-01-30,2,137.35,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,15,4,-9223372036854775808,36.0,26,0,15,False,
10420,9,77.6,20,0.1000000014901161,1552.0,-9223372036854775808,3,,-9223372036854775808,1997-01-27,1,44.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,4,6,-9223372036854775808,97.0,29,0,0,True,
10420,13,4.8,2,0.1000000014901161,9.6,-9223372036854775808,3,,-9223372036854775808,1997-01-27,1,44.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,8,-9223372036854775808,6.0,24,0,5,False,
10420,70,12.0,8,0.1000000014901161,96.0,-9223372036854775808,3,,-9223372036854775808,1997-01-27,1,44.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,1,-9223372036854775808,15.0,15,10,30,False,
10420,73,12.0,20,0.1000000014901161,240.0,-9223372036854775808,3,,-9223372036854775808,1997-01-27,1,44.12,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,17,8,-9223372036854775808,15.0,101,0,5,False,
10421,19,7.3,4,0.1500000059604644,29.2,-9223372036854775808,8,,860025600000000000,1997-01-27,1,99.23,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,
10421,26,24.9,30,0.0,747.0,-9223372036854775808,8,,860025600000000000,1997-01-27,1,99.23,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,31.23,15,0,0,False,
10421,53,26.2,15,0.1500000059604644,393.0,-9223372036854775808,8,,860025600000000000,1997-01-27,1,99.23,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,6,-9223372036854775808,32.8,0,0,0,True,
10421,77,10.4,10,0.1500000059604644,104.0,-9223372036854775808,8,,860025600000000000,1997-01-27,1,99.23,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,2,-9223372036854775808,13.0,32,0,15,False,
10422,26,24.9,2,0.0,49.8,-9223372036854775808,2,,-9223372036854775808,1997-01-31,1,3.02,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,31.23,15,0,0,False,
10423,31,10.0,14,0.0,140.0,-9223372036854775808,6,,865209600000000000,1997-02-24,3,24.5,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,12.5,0,70,20,False,
10423,59,44.0,20,0.0,880.0,-9223372036854775808,6,,865209600000000000,1997-02-24,3,24.5,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,
10424,35,14.4,60,0.2000000029802322,864.0,-9223372036854775808,7,,-9223372036854775808,1997-01-27,2,370.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,18.0,20,0,15,False,
10424,38,210.8,49,0.2000000029802322,10329.2,-9223372036854775808,7,,-9223372036854775808,1997-01-27,2,370.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,18,1,-9223372036854775808,263.5,17,0,15,False,
10424,68,10.0,30,0.2000000029802322,300.0,-9223372036854775808,7,,-9223372036854775808,1997-01-27,2,370.61,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,12.5,6,10,15,False,
10425,55,19.2,10,0.25,192.0,-9223372036854775808,6,,-9223372036854775808,1997-02-14,2,7.93,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,24.0,115,0,20,False,
10425,76,14.4,20,0.25,288.0,-9223372036854775808,6,,-9223372036854775808,1997-02-14,2,7.93,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,1,-9223372036854775808,18.0,57,0,20,False,
10426,56,30.4,5,0.0,152.0,-9223372036854775808,4,,-9223372036854775808,1997-02-06,1,18.69,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,
10426,64,26.6,7,0.0,186.2,-9223372036854775808,4,,-9223372036854775808,1997-02-06,1,18.69,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,5,-9223372036854775808,33.25,22,80,30,False,
10427,14,18.6,35,0.0,651.0,-9223372036854775808,4,,-9223372036854775808,1997-03-03,2,31.29,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,6,7,-9223372036854775808,23.25,35,0,0,False,
10428,46,9.6,20,0.0,192.0,-9223372036854775808,7,,-9223372036854775808,1997-02-04,1,11.09,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,
10429,50,13.0,40,0.0,520.0,-9223372036854775808,3,,881107200000000000,1997-02-07,2,56.63,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,3,-9223372036854775808,16.25,65,0,30,False,
10429,63,35.1,35,0.25,1228.5,-9223372036854775808,3,,881107200000000000,1997-02-07,2,56.63,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,2,-9223372036854775808,43.9,24,0,5,False,
10430,17,31.2,45,0.2000000029802322,1404.0,-9223372036854775808,4,,-9223372036854775808,1997-02-03,1,458.78,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,6,-9223372036854775808,39.0,0,0,0,True,
10430,21,8.0,50,0.0,400.0,-9223372036854775808,4,,-9223372036854775808,1997-02-03,1,458.78,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,10.0,3,40,5,False,
10430,56,30.4,30,0.0,912.0,-9223372036854775808,4,,-9223372036854775808,1997-02-03,1,458.78,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,
10430,59,44.0,70,0.2000000029802322,3080.0,-9223372036854775808,4,,-9223372036854775808,1997-02-03,1,458.78,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,28,4,-9223372036854775808,55.0,79,0,0,False,
10431,17,31.2,50,0.25,1560.0,-9223372036854775808,4,,-9223372036854775808,1997-02-07,2,44.17,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,7,6,-9223372036854775808,39.0,0,0,0,True,
10431,40,14.7,50,0.25,735.0,-9223372036854775808,4,,-9223372036854775808,1997-02-07,2,44.17,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,19,8,-9223372036854775808,18.4,123,0,30,False,
10431,47,7.6,30,0.25,228.0,-9223372036854775808,4,,-9223372036854775808,1997-02-07,2,44.17,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,22,3,-9223372036854775808,9.5,36,0,0,False,
10432,26,24.9,10,0.0,249.0,-9223372036854775808,3,,-9223372036854775808,1997-02-07,2,4.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,11,3,-9223372036854775808,31.23,15,0,0,False,
10432,54,5.9,40,0.0,236.0,-9223372036854775808,3,,-9223372036854775808,1997-02-07,2,4.34,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,25,6,-9223372036854775808,7.45,21,0,10,False,
10433,56,30.4,28,0.0,851.1999999999999,-9223372036854775808,3,1997-03-02,857347200000000000,1997-03-04,3,73.83,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-6753196800000000000,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,1997-03
10434,11,16.8,6,0.0,100.8,-9223372036854775808,3,1997-03-02,857347200000000000,1997-02-13,2,17.92,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,5,4,-9223372036854775808,21.0,22,30,30,False,1997-03
10434,76,14.4,18,0.1500000059604644,259.2,-9223372036854775808,3,1997-03-02,857347200000000000,1997-02-13,2,17.92,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,23,1,-9223372036854775808,18.0,57,0,20,False,1997-03
10435,2,15.2,10,0.0,152.0,-9223372036854775808,8,1997-04-02,-9223372036854775808,1997-02-07,2,9.21,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,1,1,-9223372036854775808,19.0,17,40,25,False,1997-04
10435,22,16.8,12,0.0,201.6,-9223372036854775808,8,1997-04-02,-9223372036854775808,1997-02-07,2,9.21,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,9,5,-9223372036854775808,21.0,104,0,25,False,1997-04
10435,72,27.8,10,0.0,278.0,-9223372036854775808,8,1997-04-02,-9223372036854775808,1997-02-07,2,9.21,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,14,4,-9223372036854775808,34.8,14,0,0,False,1997-04
10436,46,9.6,5,0.0,48.0,-9223372036854775808,3,1997-05-02,862617600000000000,1997-02-11,2,156.66,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,21,8,-9223372036854775808,12.0,95,0,0,False,1997-05
10436,56,30.4,40,0.1000000014901161,1216.0,-9223372036854775808,3,1997-05-02,862617600000000000,1997-02-11,2,156.66,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,38.0,21,10,30,False,1997-05
10436,64,26.6,30,0.1000000014901161,798.0,-9223372036854775808,3,1997-05-02,862617600000000000,1997-02-11,2,156.66,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,5,-9223372036854775808,33.25,22,80,30,False,1997-05
10436,75,6.2,24,0.1000000014901161,148.8,-9223372036854775808,3,1997-05-02,862617600000000000,1997-02-11,2,156.66,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,12,1,-9223372036854775808,7.75,125,0,25,False,1997-05
10437,53,26.2,15,0.0,393.0,-9223372036854775808,8,1997-05-02,862617600000000000,1997-02-12,1,19.97,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,24,6,-9223372036854775808,32.8,0,0,0,True,1997-05
10438,19,7.3,15,0.2000000029802322,109.5,-9223372036854775808,3,1997-06-02,865296000000000000,1997-02-14,2,8.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,8,3,-9223372036854775808,9.2,25,0,5,False,1997-06
10438,34,11.2,20,0.2000000029802322,224.0,-9223372036854775808,3,1997-06-02,865296000000000000,1997-02-14,2,8.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,16,1,-9223372036854775808,14.0,111,0,15,False,1997-06
10438,57,15.6,15,0.2000000029802322,234.0,-9223372036854775808,3,1997-06-02,865296000000000000,1997-02-14,2,8.24,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,-9223372036854775808,26,5,-9223372036854775808,19.5,36,0,20,False,1997-06
