orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,shipstate/province,shipzip/postalcode,shipcountry/region,shippingfee,taxes,paymenttype,paiddate,notes,taxrate,taxstatus,statusid,uniquerowid,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productid,unitpricex,quantity,discount,productname,supplierid,categoryid,quantityperunit,unitpricey,unitsinstock,unitsonorder,reorderlevel,discontinued,orderdate_main,year,month,unitprice,totalamount
10487,QUEEN,2,1997-03-26,1997-04-23,1997-03-28,2.0,71.07,Queen Cozinha,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,,,,,,,,,,,,239,Queen Cozinha,L cia Carvalho,Marketing Assistant,"Alameda dos Can rios, 891",Sao Paulo,SP,05487-020,Brazil,(11) 555-1189,,54,5.9,24.0,0.25,Tourti re,25.0,6.0,16 pies,7.45,21.0,0.0,10.0,False,,,,5.9,141.60000000000002
10488,FRANK,8,1997-03-27,1997-04-24,1997-04-02,2.0,4.93,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,240,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,59,44.0,30.0,0.0,Raclette Courdavault,28.0,4.0,5 kg pkg.,55.0,79.0,0.0,0.0,False,,,,44.0,1320.0
10488,FRANK,8,1997-03-27,1997-04-24,1997-04-02,2.0,4.93,Frankenversand,Berliner Platz 43,M nchen,,80805,Germany,,,,,,,,,,,,240,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,M nchen,,80805,Germany,089-0877310,089-0877451,73,12.0,20.0,0.2000000029802322,R d Kaviar,17.0,8.0,24 - 150 g jars,15.0,101.0,0.0,5.0,False,,,,12.0,240.0
10489,PICCO,6,1997-03-28,1997-04-25,1997-04-09,2.0,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,,,,,,,,,,,,241,Piccolo und mehr,Georg Pipps,Sales Manager,Geislweg 14,Salzburg,,5020,Austria,6562-9722,6562-9723,11,16.8,15.0,0.25,Queso Cabrales,5.0,4.0,1 kg pkg.,21.0,22.0,30.0,30.0,False,,,,16.8,252.0
10489,PICCO,6,1997-03-28,1997-04-25,1997-04-09,2.0,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,,,,,,,,,,,,241,Piccolo und mehr,Georg Pipps,Sales Manager,Geislweg 14,Salzburg,,5020,Austria,6562-9722,6562-9723,16,13.9,18.0,0.0,Pavlova,7.0,3.0,32 - 500 g boxes,17.45,29.0,0.0,10.0,False,,,,13.9,250.20000000000002
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2.0,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,,,,,,,,,,,,242,HILARION-Abastos,Carlos Hern ndez,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,(5) 555-1340,(5) 555-1948,59,44.0,60.0,0.0,Raclette Courdavault,28.0,4.0,5 kg pkg.,55.0,79.0,0.0,0.0,False,,,,44.0,2640.0
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2.0,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,,,,,,,,,,,,242,HILARION-Abastos,Carlos Hern ndez,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,(5) 555-1340,(5) 555-1948,68,10.0,30.0,0.0,Scottish Longbreads,8.0,3.0,10 boxes x 8 pieces,12.5,6.0,10.0,15.0,False,,,,10.0,300.0
10490,HILAA,7,1997-03-31,1997-04-28,1997-04-03,2.0,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,,,,,,,,,,,,242,HILARION-Abastos,Carlos Hern ndez,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,(5) 555-1340,(5) 555-1948,75,6.2,36.0,0.0,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,,,,6.2,223.20000000000002
10491,FURIB,8,1997-03-31,1997-04-28,1997-04-08,3.0,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,,,,,,,,,,,,243,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,,1675,Portugal,(1) 354-2534,(1) 354-2535,44,15.5,15.0,0.1500000059604644,Gula Malacca,20.0,2.0,20 - 2 kg bags,19.45,27.0,0.0,15.0,False,,,,15.5,232.5
10491,FURIB,8,1997-03-31,1997-04-28,1997-04-08,3.0,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,,,,,,,,,,,,243,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Jardim das rosas n. 32,Lisboa,,1675,Portugal,(1) 354-2534,(1) 354-2535,77,10.4,7.0,0.1500000059604644,Original Frankfurter gr ne So e,12.0,2.0,12 boxes,13.0,32.0,0.0,15.0,False,,,,10.4,72.8
10492,BOTTM,3,1997-04-01,1997-04-29,1997-04-11,1.0,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,,,,,,,,,,,,244,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,25,11.2,60.0,0.050000000745058,NuNuCa Nu -Nougat-Creme,11.0,3.0,20 - 450 g glasses,14.0,76.0,0.0,30.0,False,1997-01-04,1997.0,1.0,11.2,672.0
10492,BOTTM,3,1997-04-01,1997-04-29,1997-04-11,1.0,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,,,,,,,,,,,,244,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,(604) 555-4729,(604) 555-3745,42,11.2,20.0,0.050000000745058,Singaporean Hokkien Fried Mee,20.0,5.0,32 - 1 kg pkgs.,14.0,26.0,0.0,0.0,True,1997-01-04,1997.0,1.0,11.2,224.0
10493,LAMAI,4,1997-04-02,1997-04-30,1997-04-10,3.0,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,,,,,,,,,,,,245,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,65,16.8,15.0,0.1000000014901161,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,32 - 8 oz bottles,21.05,76.0,0.0,0.0,False,1997-02-04,1997.0,2.0,16.8,252.0
10493,LAMAI,4,1997-04-02,1997-04-30,1997-04-10,3.0,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,,,,,,,,,,,,245,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,66,13.6,10.0,0.1000000014901161,Louisiana Hot Spiced Okra,2.0,2.0,24 - 8 oz jars,17.0,4.0,100.0,20.0,False,1997-02-04,1997.0,2.0,13.6,136.0
10493,LAMAI,4,1997-04-02,1997-04-30,1997-04-10,3.0,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,,,,,,,,,,,,245,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,69,28.8,10.0,0.1000000014901161,Gudbrandsdalsost,15.0,4.0,10 kg pkg.,36.0,26.0,0.0,15.0,False,1997-02-04,1997.0,2.0,28.8,288.0
10494,COMMI,4,1997-04-02,1997-04-30,1997-04-09,2.0,65.99,Com rcio Mineiro,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,,,,,,,,,,,,246,Com rcio Mineiro,Pedro Afonso,Sales Associate,"Av. dos Lus adas, 23",Sao Paulo,SP,05432-043,Brazil,(11) 555-7647,,56,30.4,30.0,0.0,Gnocchi di nonna Alice,26.0,5.0,24 - 250 g pkgs.,38.0,21.0,10.0,30.0,False,1997-02-04,1997.0,2.0,30.4,912.0
10495,LAUGB,3,1997-04-03,1997-05-01,1997-04-11,3.0,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,,,,,,,,,,,,247,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,(604) 555-3392,(604) 555-7293,23,7.2,10.0,0.0,Tunnbr d,9.0,5.0,12 - 250 g pkgs.,9.0,61.0,0.0,25.0,False,1997-03-04,1997.0,3.0,7.2,72.0
10495,LAUGB,3,1997-04-03,1997-05-01,1997-04-11,3.0,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,,,,,,,,,,,,247,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,(604) 555-3392,(604) 555-7293,41,7.7,20.0,0.0,Jack's New England Clam Chowder,19.0,8.0,12 - 12 oz cans,9.65,85.0,0.0,10.0,False,1997-03-04,1997.0,3.0,7.7,154.0
10495,LAUGB,3,1997-04-03,1997-05-01,1997-04-11,3.0,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,,,,,,,,,,,,247,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,(604) 555-3392,(604) 555-7293,77,10.4,5.0,0.0,Original Frankfurter gr ne So e,12.0,2.0,12 boxes,13.0,32.0,0.0,15.0,False,1997-03-04,1997.0,3.0,10.4,52.0
10496,TRADH,7,1997-04-04,1997-05-02,1997-04-07,2.0,46.77,Tradi ao Hipermercados,"Av. In s de Castro, 414",Sao Paulo,SP,05634-030,Brazil,,,,,,,,,,,,248,Tradi  o Hipermercados,Anabela Domingues,Sales Representative,"Av. In s de Castro, 414",Sao Paulo,SP,05634-030,Brazil,(11) 555-2167,(11) 555-2168,31,10.0,20.0,0.050000000745058,Gorgonzola Telino,14.0,4.0,12 - 100 g pkgs,12.5,0.0,70.0,20.0,False,1997-04-04,1997.0,4.0,10.0,200.0
10497,LEHMS,7,1997-04-04,1997-05-02,1997-04-07,1.0,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,249,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,56,30.4,14.0,0.0,Gnocchi di nonna Alice,26.0,5.0,24 - 250 g pkgs.,38.0,21.0,10.0,30.0,False,1997-04-04,1997.0,4.0,30.4,425.59999999999997
10497,LEHMS,7,1997-04-04,1997-05-02,1997-04-07,1.0,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,249,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,72,27.8,25.0,0.0,Mozzarella di Giovanni,14.0,4.0,24 - 200 g pkgs.,34.8,14.0,0.0,0.0,False,1997-04-04,1997.0,4.0,27.8,695.0
10497,LEHMS,7,1997-04-04,1997-05-02,1997-04-07,1.0,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,,,,,,,,,,,,249,Lehmanns Marktstand,Renate Messner,Sales Representative,Magazinweg 7,Frankfurt a.M.,,60528,Germany,069-0245984,069-0245874,77,10.4,25.0,0.0,Original Frankfurter gr ne So e,12.0,2.0,12 boxes,13.0,32.0,0.0,15.0,False,1997-04-04,1997.0,4.0,10.4,260.0
10498,HILAA,8,1997-04-07,1997-05-05,1997-04-11,2.0,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,,,,,,,,,,,,250,HILARION-Abastos,Carlos Hern ndez,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,(5) 555-1340,(5) 555-1948,24,4.5,14.0,0.0,Guaran  Fant stica,10.0,1.0,12 - 355 ml cans,4.5,20.0,0.0,0.0,True,1997-07-04,1997.0,7.0,4.5,63.0
10498,HILAA,8,1997-04-07,1997-05-05,1997-04-11,2.0,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,,,,,,,,,,,,250,HILARION-Abastos,Carlos Hern ndez,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,(5) 555-1340,(5) 555-1948,40,18.4,5.0,0.0,Boston Crab Meat,19.0,8.0,24 - 4 oz tins,18.4,123.0,0.0,30.0,False,1997-07-04,1997.0,7.0,18.4,92.0
10498,HILAA,8,1997-04-07,1997-05-05,1997-04-11,2.0,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,,,,,,,,,,,,250,HILARION-Abastos,Carlos Hern ndez,Sales Representative,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist bal,T chira,5022,Venezuela,(5) 555-1340,(5) 555-1948,42,14.0,30.0,0.0,Singaporean Hokkien Fried Mee,20.0,5.0,32 - 1 kg pkgs.,14.0,26.0,0.0,0.0,True,1997-07-04,1997.0,7.0,14.0,420.0
10499,LILAS,4,1997-04-08,1997-05-06,1997-04-16,2.0,102.02,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,,,,,,,,,,,,251,LILA-Supermercado,Carlos Gonz lez,Accounting Manager,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,28,45.6,20.0,0.0,R ssle Sauerkraut,12.0,7.0,25 - 825 g cans,45.6,26.0,0.0,0.0,True,1997-08-04,1997.0,8.0,45.6,912.0
10499,LILAS,4,1997-04-08,1997-05-06,1997-04-16,2.0,102.02,LILA-Supermercado,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,,,,,,,,,,,,251,LILA-Supermercado,Carlos Gonz lez,Accounting Manager,Carrera 52 con Ave. Bol var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,(9) 331-6954,(9) 331-7256,49,20.0,25.0,0.0,Maxilaku,23.0,3.0,24 - 50 g pkgs.,20.0,10.0,60.0,15.0,False,1997-08-04,1997.0,8.0,20.0,500.0
10500,LAMAI,6,1997-04-09,1997-05-07,1997-04-17,1.0,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,,,,,,,,,,,,252,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,15,15.5,12.0,0.050000000745058,Genen Shouyu,6.0,2.0,24 - 250 ml bottles,15.5,39.0,0.0,5.0,False,1997-09-04,1997.0,9.0,15.5,186.0
10500,LAMAI,6,1997-04-09,1997-05-07,1997-04-17,1.0,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,,,,,,,,,,,,252,La maison d'Asie,Annette Roulet,Sales Manager,1 rue Alsace-Lorraine,Toulouse,,31000,France,61.77.61.10,61.77.61.11,28,45.6,8.0,0.050000000745058,R ssle Sauerkraut,12.0,7.0,25 - 825 g cans,45.6,26.0,0.0,0.0,True,1997-09-04,1997.0,9.0,45.6,364.8
10501,BLAUS,9,1997-04-09,1997-05-07,1997-04-16,3.0,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,,,,,,,,,,,,253,Blauer See Delikatessen,Hanna Moos,Sales Representative,Forsterstr. 57,Mannheim,,68306,Germany,0621-08460,0621-08924,54,7.45,20.0,0.0,Tourti re,25.0,6.0,16 pies,7.45,21.0,0.0,10.0,False,1997-09-04,1997.0,9.0,7.45,149.0
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1.0,69.32,Pericles Comidas cl sicas,Calle Dr. Jorge Cash 321,M xico D.F.,,05033,Mexico,,,,,,,,,,,,254,Pericles Comidas cl sicas,Guillermo Fern ndez,Sales Representative,Calle Dr. Jorge Cash 321,M xico D.F.,,05033,Mexico,(5) 552-3745,(5) 545-3745,45,9.5,21.0,0.0,Rogede sild,21.0,8.0,1k pkg.,9.5,5.0,70.0,15.0,False,1997-10-04,1997.0,10.0,9.5,199.5
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1.0,69.32,Pericles Comidas cl sicas,Calle Dr. Jorge Cash 321,M xico D.F.,,05033,Mexico,,,,,,,,,,,,254,Pericles Comidas cl sicas,Guillermo Fern ndez,Sales Representative,Calle Dr. Jorge Cash 321,M xico D.F.,,05033,Mexico,(5) 552-3745,(5) 545-3745,53,32.8,6.0,0.0,Perth Pasties,24.0,6.0,48 pieces,32.8,0.0,0.0,0.0,True,1997-10-04,1997.0,10.0,32.8,196.79999999999998
10502,PERIC,2,1997-04-10,1997-05-08,1997-04-29,1.0,69.32,Pericles Comidas cl sicas,Calle Dr. Jorge Cash 321,M xico D.F.,,05033,Mexico,,,,,,,,,,,,254,Pericles Comidas cl sicas,Guillermo Fern ndez,Sales Representative,Calle Dr. Jorge Cash 321,M xico D.F.,,05033,Mexico,(5) 552-3745,(5) 545-3745,67,14.0,30.0,0.0,Laughing Lumberjack Lager,16.0,1.0,24 - 12 oz bottles,14.0,52.0,0.0,10.0,False,1997-10-04,1997.0,10.0,14.0,420.0
10503,HUNGO,6,1997-04-11,1997-05-09,1997-04-16,2.0,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,255,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,14,23.25,70.0,0.0,Tofu,6.0,7.0,40 - 100 g pkgs.,23.25,35.0,0.0,0.0,False,1997-11-04,1997.0,11.0,23.25,1627.5
10503,HUNGO,6,1997-04-11,1997-05-09,1997-04-16,2.0,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,,,,,,,,,,,,255,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,8 Johnstown Road,Cork,Co. Cork,,Ireland,2967 542,2967 3333,65,21.05,20.0,0.0,Louisiana Fiery Hot Pepper Sauce,2.0,2.0,32 - 8 oz bottles,21.05,76.0,0.0,0.0,False,1997-11-04,1997.0,11.0,21.05,421.0
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3.0,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,256,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,2,19.0,12.0,0.0,Chang,1.0,1.0,24 - 12 oz bottles,19.0,17.0,40.0,25.0,False,1997-11-04,1997.0,11.0,19.0,228.0
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3.0,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,256,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,21,10.0,12.0,0.0,Sir Rodney's Scones,8.0,3.0,24 pkgs. x 4 pieces,10.0,3.0,40.0,5.0,False,1997-11-04,1997.0,11.0,10.0,120.0
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3.0,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,256,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,53,32.8,10.0,0.0,Perth Pasties,24.0,6.0,48 pieces,32.8,0.0,0.0,0.0,True,1997-11-04,1997.0,11.0,32.8,328.0
10504,WHITC,4,1997-04-11,1997-05-09,1997-04-18,3.0,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,,,,,,,,,,,,256,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,61,28.5,25.0,0.0,Sirop d' rable,29.0,2.0,24 - 500 ml bottles,28.5,113.0,0.0,25.0,False,1997-11-04,1997.0,11.0,28.5,712.5
10505,MEREP,3,1997-04-14,1997-05-12,1997-04-21,3.0,7.13,M re Paillarde,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,,,,,,,,,,,,257,M re Paillarde,Jean Fresni re,Marketing Assistant,43 rue St. Laurent,Montr al,Qu bec,H1J 1C3,Canada,(514) 555-8054,(514) 555-8055,62,49.3,3.0,0.0,Tarte au sucre,29.0,3.0,48 pies,49.3,17.0,0.0,0.0,False,,,,49.3,147.89999999999998
10506,KOENE,9,1997-04-15,1997-05-13,1997-05-02,2.0,21.19,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,,,,,,,,,,,,258,K niglich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,25,14.0,18.0,0.1000000014901161,NuNuCa Nu -Nougat-Creme,11.0,3.0,20 - 450 g glasses,14.0,76.0,0.0,30.0,False,,,,14.0,252.0
10506,KOENE,9,1997-04-15,1997-05-13,1997-05-02,2.0,21.19,K niglich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,,,,,,,,,,,,258,K niglich Essen,Philip Cramer,Sales Associate,Maubelstr. 90,Brandenburg,,14776,Germany,0555-09876,,70,15.0,14.0,0.1000000014901161,Outback Lager,7.0,1.0,24 - 355 ml bottles,15.0,15.0,10.0,30.0,False,,,,15.0,210.0
10507,ANTON,7,1997-04-15,1997-05-13,1997-04-22,1.0,47.45,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,,,,,,,,,,,,259,Antonio Moreno Taquer a,Antonio Moreno,Owner,Mataderos  2312,M xico D.F.,,05023,Mexico,(5) 555-3932,,43,46.0,15.0,0.1500000059604644,Ipoh Coffee,20.0,1.0,16 - 500 g tins,46.0,17.0,10.0,25.0,False,,,,46.0,690.0
10507,ANTON,7,1997-04-15,1997-05-13,1997-04-22,1.0,47.45,Antonio Moreno Taquer a,Mataderos  2312,M xico D.F.,,05023,Mexico,,,,,,,,,,,,259,Antonio Moreno Taquer a,Antonio Moreno,Owner,Mataderos  2312,M xico D.F.,,05023,Mexico,(5) 555-3932,,48,12.75,15.0,0.1500000059604644,Chocolade,22.0,3.0,10 pkgs.,12.75,15.0,70.0,25.0,False,,,,12.75,191.25
10508,OTTIK,1,1997-04-16,1997-05-14,1997-05-13,2.0,4.99,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,,,,,,,,,,,,260,Ottilies K seladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,K ln,,50739,Germany,0221-0644327,0221-0765721,13,6.0,10.0,0.0,Konbu,6.0,8.0,2 kg box,6.0,24.0,0.0,5.0,False,,,,6.0,60.0
10508,OTTIK,1,1997-04-16,1997-05-14,1997-05-13,2.0,4.99,Ottilies K seladen,Mehrheimerstr. 369,K ln,,50739,Germany,,,,,,,,,,,,260,Ottilies K seladen,Henriette Pfalzheim,Owner,Mehrheimerstr. 369,K ln,,50739,Germany,0221-0644327,0221-0765721,39,18.0,10.0,0.0,Chartreuse verte,18.0,1.0,750 cc per bottle,18.0,69.0,0.0,5.0,False,,,,18.0,180.0
10509,BLAUS,4,1997-04-17,1997-05-15,1997-04-29,1.0,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,,,,,,,,,,,,261,Blauer See Delikatessen,Hanna Moos,Sales Representative,Forsterstr. 57,Mannheim,,68306,Germany,0621-08460,0621-08924,28,45.6,3.0,0.0,R ssle Sauerkraut,12.0,7.0,25 - 825 g cans,45.6,26.0,0.0,0.0,True,,,,45.6,136.8
10510,SAVEA,6,1997-04-18,1997-05-16,1997-04-28,3.0,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,262,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,29,123.79,36.0,0.0,Th ringer Rostbratwurst,12.0,6.0,50 bags x 30 sausgs.,123.79,0.0,0.0,0.0,True,,,,123.79,4456.4400000000005
10510,SAVEA,6,1997-04-18,1997-05-16,1997-04-28,3.0,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,,,,,,,,,,,,262,Save-a-lot Markets,Jose Pavarotti,Sales Representative,187 Suffolk Ln.,Boise,ID,83720,USA,(208) 555-8097,,75,7.75,36.0,0.1000000014901161,Rh nbr u Klosterbier,12.0,1.0,24 - 0.5 l bottles,7.75,125.0,0.0,25.0,False,,,,7.75,279.0
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3.0,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,263,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,4,22.0,50.0,0.1500000059604644,Chef Anton's Cajun Seasoning,2.0,2.0,48 - 6 oz jars,22.0,53.0,0.0,0.0,False,,,,22.0,1100.0
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3.0,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,263,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,7,30.0,50.0,0.1500000059604644,Uncle Bob's Organic Dried Pears,3.0,7.0,12 - 1 lb pkgs.,30.0,15.0,0.0,10.0,False,,,,30.0,1500.0
10511,BONAP,4,1997-04-18,1997-05-16,1997-04-21,3.0,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France,,,,,,,,,,,,263,Bon app',Laurence Lebihan,Owner,"12, rue des Bouchers",Marseille,,13008,France,91.24.45.40,91.24.45.41,8,40.0,10.0,0.1500000059604644,Northwoods Cranberry Sauce,3.0,2.0,12 - 12 oz jars,40.0,6.0,0.0,0.0,False,,,,40.0,400.0
10512,FAMIA,7,1997-04-21,1997-05-19,1997-04-24,2.0,3.53,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,,,,,,,,,,,,264,Familia Arquibaldo,Aria Cruz,Marketing Assistant,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,(11) 555-9857,,24,4.5,10.0,0.1500000059604644,Guaran  Fant stica,10.0,1.0,12 - 355 ml cans,4.5,20.0,0.0,0.0,True,,,,4.5,45.0
10512,FAMIA,7,1997-04-21,1997-05-19,1997-04-24,2.0,3.53,Familia Arquibaldo,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,,,,,,,,,,,,264,Familia Arquibaldo,Aria Cruz,Marketing Assistant,"Rua Or s, 92",Sao Paulo,SP,05442-030,Brazil,(11) 555-9857,,46,12.0,9.0,0.1500000059604644,Spegesild,21.0,8.0,4 - 450 g glasses,12.0,95.0,0.0,0.0,False,,,,12.0,108.0
